,fips,lags
0,36061.0,0
1,53061.0,2.0
2,53053.0,2.0
3,34003.0,2.0
4,25017.0,2.0
5,12081.0,2.0
6,53033.0,2.0
7,12071.0,2.0
8,36119.0,2.0
9,33009.0,2.0
10,13121.0,2.0
11,41067.0,3.0
12,48157.0,3.0
13,15003.0,3.0
14,21067.0,3.0
15,13067.0,3.0
16,45055.0,3.0
17,6013.0,3.0
18,36059.0,3.0
19,6037.0,3.0
20,25003.0,4.0
21,37183.0,4.0
22,48453.0,4.0
23,6081.0,4.0
24,6001.0,4.0
25,13135.0,4.0
26,36087.0,4.0
27,8037.0,4.0
28,6075.0,4.0
29,6085.0,4.0
30,6065.0,4.0
31,19103.0,4.0
32,6067.0,4.0
33,8035.0,5.0
34,6061.0,5.0
35,24033.0,5.0
36,42091.0,5.0
37,53035.0,5.0
38,51059.0,5.0
39,25025.0,5.0
40,25021.0,5.0
41,48085.0,5.0
42,11001.0,6.0
43,4021.0,6.0
44,36103.0,6.0
45,29039.0,6.0
46,36111.0,6.0
47,53037.0,6.0
48,13001.0,6.0
49,8051.0,6.0
50,13089.0,6.0
51,46099.0,6.0
52,18063.0,6.0
53,12011.0,7.0
54,48113.0,7.0
55,47037.0,7.0
56,35049.0,7.0
57,6077.0,7.0
58,33015.0,7.0
59,41043.0,7.0
60,47187.0,7.0
61,40143.0,7.0
62,10003.0,7.0
63,32031.0,7.0
64,12001.0,7.0
65,53057.0,7.0
66,20091.0,7.0
67,6059.0,8.0
68,9005.0,8.0
69,35001.0,8.0
70,29189.0,8.0
71,8041.0,8.0
72,6041.0,8.0
73,34013.0,8.0
74,8031.0,8.0
75,51013.0,8.0
76,36071.0,8.0
77,32003.0,8.0
78,8059.0,8.0
79,51095.0,8.0
80,9001.0,8.0
81,6107.0,8.0
82,6111.0,8.0
83,53067.0,8.0
84,13057.0,8.0
85,26163.0,8.0
86,13015.0,8.0
87,41047.0,8.0
88,28035.0,8.0
89,1101.0,8.0
90,12127.0,8.0
91,42045.0,8.0
